"label","discussion"
"Otitis Media","Hi,   My ear got clogged, only the right one for last 5 months.Did a lot of exams - Head CT, Head MRI, tympanometry, audio test, nasal endoscopy.Took tons of medicines - including few types of antibiotics, nasal drops etc.What can i do? i have acid reflux, it is a reason for this?please help anyone.i am new in this group.Thanks in advance...."
"Otitis Media","Hi all So 5 days ago I developed ear infection in both ears. Both of them had swallen up so much that they were shut and since then I've had very poor hearing. Ive been taking oral antibiotics and also antibiotic ear drops. Things have improved as the pains eased off a lot! And my ears have begun opening up again. However, my hearing hasnt improved all that much if at all. When I pull my ears back I can actually hear for awhile but when I let go they just go back to bad hearing. Ive got a Drs appointment made for Monday but I am just wondering if this has happened to anyone else and if so when did your hearing return? I'm so over it I'm a mother to a 3 year old who I cant have a normal conversation with"
"Otitis Media","So about a week ago when going to sleep I noticed I had a constant ringing in my left ear, which I thought nothing of. It wasn't until the morning when the ringing hadn't gone that I started to worry. That was also when I noticed the fullness and slight hearing loss, so I instantly thought it was wax and tried a couple of days of ear drops to try and shift what ever was in there.A week later and I'm still experiencing the same issues. I saw a doctor yesterday who informed me I had a slight external ear infection in the ear which he gave me drops for, as well as eustachian tube dysfunction. Apparently it was the eustachian tube dysfunction that was causing the ringing and fullness. At the time that made sense, as the ear just feels like I need to pop it, and it never pops when I hold my nose and try and blow, but today I was able to pop the left ear, though nothing changed.Does popping the ear not give instant relief of ear ringing? It is really starting to worry me that I have some how caused permanent damage to my ear."
"Otitis Media","1 1/12 weeks ago I had to take a 2 hour flight for a family emergency.  I came down with laryngitis and mild congestion day before flight.  I had mild ear pressure taking off and landing and my ears remained clear that night.  The next morning I had pretty blocked ears so I went to an Urgent Care.  They put me on steroid ear drops and Zpack.  Made me worse and saw ENT the next day.  He gave me a shot of prednisone with a 5mg 12 day taper.  I think I now have Prednisone induced Patulous Eustachian tube!  I’m just about tapered off and down to 5mg per day.  Will I go back to normal after getting off Prednisone.  I’m soooooo sad.  When I got home I saw another ENT who was rude, dismissive and said I had fluid in my ears and prescribed Flonase mist which I didn’t use. I’m not clogged! Wouldn’t let me ask questions.  Just glared at me.😥. I am seeing another specialist in Atlanta in a month.  Will I get better once I get off Prednisone??? Please help.  Everything I’ve read about this is awful.😥1 1/12 weeks ago I had to take a 2 hour flight for a family emergency.  I came down with laryngitis and mild congestion day before flight.  I had mild ear pressure taking off and landing and my ears remained clear that night.  The next morning I had pretty blocked ears so I went to an Urgent Care.  They put me on steroid ear drops and Zpack.  Made me worse and saw ENT the next day.  He gave me a shot of prednisone with a 5mg 12 day taper.  I think I now have Prednisone induced Patulous Eustachian tube!  I’m just about tapered off and down to 5mg per day.  Will I go back to normal after getting off Prednisone.  I’m soooooo sad.  When I got home I saw another ENT who was rude, dismissive and said I had fluid in my ears and prescribed Flonase mist which I didn’t use. I’m not clogged! Wouldn’t let me ask questions.  Just glared at me.😥. I am seeing another specialist in Atlanta in a month.  Will I get better once I get off Prednisone??? Please help.  Everything I’ve read about this is awful.😥"
"Otitis Media","So I’ve had a ear infection for over 10 days now I am on amoxicillin for it but nothing seems to be working at all I am just getting worse. Doctors advised I have otitis externa but why won’t it clear I also have numbness of full left ear servere pain and green discharge coming out can anyone advise me on what I can do been to doctors loads this week but nothing is improving!!"
"Otitis Media","I really am at my wits end! About 1 year ago, I started taking a lot of different supplements and drinking Kombucha(probiotic). I noticed my equilibrium seemed to ""roll"" in my head like being on a ship going up and down(front to back) as I worked out strenuously on stationary bike. I cut way back on supplements and drink and haven't had the problem(rolling). However, over the past 2 months, I have been having an ear ache(right ear). Prescribed antibiotic and ear drops. The ear drops greatly helped for 2 weeks. The antibiotic seemed to keep it 'dormant"". But, now I feel the fluid in inner ear going to the right side stopping up my ear and having pain. I can't lay certain ways with out this happening. Ear Doc said there was no meds for this. ANY THOUGHTS/SUGGESTIONS WILL BE GREATLY APPRECIATED!!!   I really am at my wits end! About 1 year ago, I started taking a lot of different supplements and drinking Kombucha(probiotic). I noticed my equilibrium seemed to ""roll"" in my head like being on a ship going up and down(front to back) as I worked out strenuously on stationary bike. I cut way back on supplements and drink and haven't had the problem(rolling). However, over the past 2 months, I have been having an ear ache(right ear). Prescribed antibiotic and ear drops. The ear drops greatly helped for 2 weeks. The antibiotic seemed to keep it 'dormant"". But, now I feel the fluid in inner ear going to the right side stopping up my ear and having pain. I can't lay certain ways with out this happening. Ear Doc said there was no meds for this. ANY THOUGHTS/SUGGESTIONS WILL BE GREATLY APPRECIATED!!!   "
"Otitis Media","My husband developed sudden sensorineural hearing loss (SSNHL) in Nov 2017 in his right ear, initially resulting in 80-90% hearing loss. He already has some hearing loss in left ear from an injury 20 years ago, but this ear has now become his ""good "" ear. After high dose Prednisone and multiple intratympanic steroid injections through a gromit which was inserted, over 6 weeks, he recovered some hearing in the right ear, which meant he can manage with bilateral hearing aids instead of chochlea implants, which was the initial plan. All was going well until 3 weeks ago, his own voice began to sound occluded, distorted and and electronic in his own head. External sounds are much the same. This has become increasingly worse to the point he does not want to talk because his voice sounds so irritating to him. Went back to the ENT and he inserted another gromit to see if made any difference, but it hasn't. Have been doing a lot of research and only other thing I can come up with is Eustachian Tube Dysfunction. Any ideas as this is driving him crazy!!!My husband developed sudden sensorineural hearing loss (SSNHL) in Nov 2017 in his right ear, initially resulting in 80-90% hearing loss. He already has some hearing loss in left ear from an injury 20 years ago, but this ear has now become his ""good "" ear. After high dose Prednisone and multiple intratympanic steroid injections through a gromit which was inserted, over 6 weeks, he recovered some hearing in the right ear, which meant he can manage with bilateral hearing aids instead of chochlea implants, which was the initial plan. All was going well until 3 weeks ago, his own voice began to sound occluded, distorted and and electronic in his own head. External sounds are much the same. This has become increasingly worse to the point he does not want to talk because his voice sounds so irritating to him. Went back to the ENT and he inserted another gromit to see if made any difference, but it hasn't. Have been doing a lot of research and only other thing I can come up with is Eustachian Tube Dysfunction. Any ideas as this is driving him crazy!!!"
"Otitis Media","Hey folks,I've had crackling in my ears when I swallow or yawn (sometimes when I inhale deeply as well) for years now. Sometimes they also actually pop, which seems to restore some mild hearing loss.In January these sounds were joined by a up until now permanent background musician, named Tinnitus. Now this issue I've read and heard about extensively and I now what can and especially cannot be done about it. That's not why I'm here.Since a few weeks I've also been noticing clicking in my ear when going for a run. This is usually when I have some autophony, meaning that I can feel or hear my own breath in one of my ears. It's like my ears are dealing with a chronic imbalance of inner and outer pressure. They often feel muffled and/or clogged. Popping them does help a bit, but they often will close up again.Mind you, I've never really had any issues with actually opening the Eustachian tubes, which I can do voluntarily (like divers often do).Hope any of you have any ideas what all of this means. Doctors have been useless as of yet.Thanks for reading"
"Otitis Media","End of January my left ear started leaking and smelled really bad. I was given Otomize spray which I thought did the trick. After about 3 weeks it seemed to have started leaking again. I went back to my GP who put me on Otomize spray again. Two weeks later it still hasn’t cleared up so I went back to the GP. He then put me on a 5 day course of Amoxicillin. That didn’t clear it up so I went back to my GP who took a swab of the inside of my ear to find out what it is (came back with nothing) then gave me a course of Flucloxacillin. My 3rd antibiotic in 4 months. Last month my ear started bleeding so I went to my nearest walk in centre as I was in work and they gave me another antibiotic that I’ve forgot the name of now. So after 4 antibiotics I’m fairly sure it’s not an infection as it does not budge at all. Or it’s got immune to it. Also end of March I lost my hearing in my left ear to barely nothing but that’s slowly coming back now. I have been referred to the ENT specialist but waiting on an appointment but no details of what’s been happening will be on it as I asked to be referred to them as I also have collapsed eardrums (which I’ve had since I was a child).The liquid is yellow in colour.. which can then go more brown. It has a not so pleasant smell to it too. Any ideas what it could be?"
"Otitis Media","Hi everyone, I had stapedecomy surgery on my ear two months ago and still am having problems with off balance and vertigo symptoms not sure if anyone else has had this problem and if it goes away??"
"Otitis Media","Hi All..I was diagnosed with acute otitis media (AOM) which is basically fluid behind the eardrum. Was given a 10 day course of an antibiotic. I have bad headaches, plugged feeling in ears, buzzing in ears (tinnitus) and just generally feeling horrible. The thing is I've read where this ailment in an adult is usually a sign if a more serious problem and an adult is more prone to complications such as meningitis. So I wondered if any members have had this problem as adults and whether antibiotics were prescribed at the time of diagnosis since there seems to be a problem knowing if it's viral or bacterial. My Dr thinks bacterial since I've had symptoms for over 5 days. But now I'm concerned since it could be due to a serious underlying problem causing it. I don't really even know where to go with that since he made no mention of furthur tests or seeing an ENT.Hi All..I was diagnosed with acute otitis media (AOM) which is basically fluid behind the eardrum. Was given a 10 day course of an antibiotic. I have bad headaches, plugged feeling in ears, buzzing in ears (tinnitus) and just generally feeling horrible. The thing is I've read where this ailment in an adult is usually a sign if a more serious problem and an adult is more prone to complications such as meningitis. So I wondered if any members have had this problem as adults and whether antibiotics were prescribed at the time of diagnosis since there seems to be a problem knowing if it's viral or bacterial. My Dr thinks bacterial since I've had symptoms for over 5 days. But now I'm concerned since it could be due to a serious underlying problem causing it. I don't really even know where to go with that since he made no mention of furthur tests or seeing an ENT."
"Otitis Media","I work on the 20th building of a highrise in downtown Nashville and I've noticed that my ears have been acting up. As far as I know, my coworkers aren't effected the same way I am - my ears feel super itchy deep inside and they feel kinda plugged and it's been super hard to hear people speaking to me. I'm not sure what to do... should I go to a regular doctor?I work on the 20th building of a highrise in downtown Nashville and I've noticed that my ears have been acting up. As far as I know, my coworkers aren't effected the same way I am - my ears feel super itchy deep inside and they feel kinda plugged and it's been super hard to hear people speaking to me. I'm not sure what to do... should I go to a regular doctor?"
"Otitis Media","I had an mri scan in march as ive been having weird eye symptoms and other symptoms like dizziness and a tremor ect all came back fine apart from some imflamation in one of the ears...i started to feel alot better,the doctor checked in my ear but couldnt see the drum as it had alot of wax (both ears) still at this point i didnt feel to bad.i had my ears syringed about a week ago and the nurse said the right ear drum was abit red...anyway for the past week i have started to get alot of pressure in both ears.it feels like my head is shaking from side to side and i have developed a constant ringing in my ears which is really annoying i have to listen to soothing music before i go to bed....does anyone know what this could be?thanks"
"Otitis Media","8 yrs ago I had outer ear surgery from a piercing in the cartilage that became infected. They took out the infection and now has scar tissue due to the damaged cartilage that was removed. All has been well with my ear since. 4 days ago, I noticed pain. There is only pain when I put pressure on it. I’m wondering if scar tissue can cause this type of discomfort/pain.  I do not have an ENT dr anymore so I’m wondering if I should get it checked out. It’s not infected. I’m just confused as to why it’s now starting to hurt."
"Otitis Media","Any time I’m working out doing any type of cardio when I a little hot and heart rate goes up my ear seems to have fluid on it. Everything is muffled and it’s uncomfortable to even talk. It doesn’t seem to be the heat alone because I’m in the heat at work everyday. Years back I did have a heat stroke I believe and seem to be sensitive to heat when working kind of hard now but I mostly notice it when exercising. I don’t go to the doctor regularly because I have no insurance so I’m just trying to find out what I can before I do go to the doctor. Any help will be appreciated."
"Otitis Media","I have had the nodule for a number of months. I understand there is no cure for this, but the problem is that pressure on the ear when sleeping nearly always causes bleeding from where the nodule meets the skin of the ear.?You can understand my wife is none to pleased to see blood on the pillow!?I try not to sleep on the side of the nodule but tend to as it seems to be my preferred side. I also place a cloth on the pillow but this tends to move when asleep.?Does anyone suffer from this complaint and if so is there anything I can do to stop the bleeding.?I hesitate to go to the doctor as it cannot be deemed to be urgent. "
"Otitis Media","Hi! I'm a 19 year old female, and lately I've been hearing fluttering in mainly my left ear a lot. I don't know if this is normal...? The sound reminds me of a moth flapping it's wings or something. I've heard it off and on for a long time now, like at least a year. These past few days though the fluttering sounds have increased. It's annoying!I hope I can get some advice. Curious to know if I'm the only one with this problem! Thanks.Hi! I'm a 19 year old female, and lately I've been hearing fluttering in mainly my left ear a lot. I don't know if this is normal...? The sound reminds me of a moth flapping it's wings or something. I've heard it off and on for a long time now, like at least a year. These past few days though the fluttering sounds have increased. It's annoying!I hope I can get some advice. Curious to know if I'm the only one with this problem! Thanks."
"Otitis Media","Can anyone  share his/her experience about stapdectomy .. i had surgery 3 days ago and i am feeling dizzness .. can anyone share for how many days i will experience dizziness"
"Otitis Media","HiI'm a 36 year old male and had my ear wax removed via suction back in November 2017. Since then I've been having an itchy sensation from my left inner ear and it's driving me crazy. It really gets bad at night and really affects my sleep.Ive been to the doctor FIVE times who has prescribed tablets, ear drops and steroid cream but nothing helps. Doctor states they cannot do anymore as they can't see any signs of infection.What could this be? Please help me "
"Otitis Media","I got out if surgery in May 15th since rite out of surgery I can't hear from my left ear yet.... Iam worried because I had a similar surgery 2yrs. Back and head a lot loader then this surgery... Last surgery was a stapedectomy and this surgery is called ""reinforment of round window"" were instead of closing the dehehencie they close a natural born window ... I am worried because I can't hear almost nothing just silence. Has anyone had a similar surgery and if so did it actually help... Thanks I got out if surgery in May 15th since rite out of surgery I can't hear from my left ear yet.... Iam worried because I had a similar surgery 2yrs. Back and head a lot loader then this surgery... Last surgery was a stapedectomy and this surgery is called ""reinforment of round window"" were instead of closing the dehehencie they close a natural born window ... I am worried because I can't hear almost nothing just silence. Has anyone had a similar surgery and if so did it actually help... Thanks "
"Otitis Media","I have posted before but still looking..I broke the bone in my ear a couple of years back and despite a surgery, the operation wasn't succesfull and the bone in my ear is still moving.Does anyone know of a good surgeon? Im based in London but would consider anywhere in the UK and possibly around the world."
"Otitis Media","About 8 years ago I had a surgery done on my ear that was extremely infected(on my cartilage portion of the ear) they removed the infection and also removed the damaged cartilage as well. All has been well with my ear for the past 8 years. About a day ago, I noticed my ear was kinda sore only  upon touching it or sleeping on it. Today I notice that it is warm to the touch.  I am extremely nervous that something is happening here. I do not have an ENT doctor has I was a minor when I had this procedure done. I am not sure if I should go running to the hospital or not. It’s not pain, just sore. Is this normal with a cauliflower ear??"
"Otitis Media","My eustachian tube has been blocked now for 2 months and shows no signs of getting better. I try everything I can to get relief but no luck. I have ringing,muffled hearing, sounds are amplified especially low sounds. Oh yes and I'm deaf in my other ear so this is really affecting my life. I have been given nasacort and told that's all I need and it will clear up in time. Can't take it any more. Any one with advice is greatly appreciated. My eustachian tube has been blocked now for 2 months and shows no signs of getting better. I try everything I can to get relief but no luck. I have ringing,muffled hearing, sounds are amplified especially low sounds. Oh yes and I'm deaf in my other ear so this is really affecting my life. I have been given nasacort and told that's all I need and it will clear up in time. Can't take it any more. Any one with advice is greatly appreciated. "
"Otitis Media","I got sick about 4 days ago, right before a flight. my nose was bunged up and running, and in the airport I noticed I couldn't get my ear to pop. I hate that feeling a lot and when it happens I tend to get really frustrated and probably make it worse. But now 4 days later my ear just won't pop and it's so annoying!! I haven't slept at all last night because my ear was annoying me allnight. I can't get it back to normal please helpI got sick about 4 days ago, right before a flight. my nose was bunged up and running, and in the airport I noticed I couldn't get my ear to pop. I hate that feeling a lot and when it happens I tend to get really frustrated and probably make it worse. But now 4 days later my ear just won't pop and it's so annoying!! I haven't slept at all last night because my ear was annoying me allnight. I can't get it back to normal please help"
"Otitis Media","Got diagnosed with strep throat last week and also had plugged ears so Dr. checked and said I also have an ear infection. Got prescribed 875mg of Amoxicillin for both. The strep went away in couple days but my ears became more plugged and my normally low pitched tinnitus has gotten a lot loader to the point it keeps me up at night and caused me anxiety. I have read that it takes a long time for the fluid trapped in my ears to drain and “pop�?my ears back open, my question is will the tinnitus calm down as well once the fluid drains? "
"Otitis Media","I have had this problem over and over for years - always the right ear is worse or the only one. Have given up most dairy, have a good diet.Have taken lots of different antibiotics etc and nose sprays and none of it helps. Now the antibiotics I take also give me a bad stomach and headaches etc Feel worse than ever. Have tried the various breathing techniques , yawning etc none of it works. Got an ear popper which relieves it a bit but then it is bac\k to square one."
"Otitis Media","Hi im new to this, hope you can help, I went to the theatre, it was singing and music , we sat right at front by speaker, my ears the next day are not right, the feel heavy and like I need to pop them... "
"Otitis Media","Mine is a very positive story. I had tinnitus for a year in my left ear. My doctor said there was nothing to be done and I just learned to live with it. No big deal. Then on 25th August 2007, I woke up and couldn't hear anything out of my left ear. I had just moved to Dubai and thought it might be the flight. An ENT specialist did some hearing tests and explained it was nothing to do with the flights as it was an inner ear problem and put me on steroids. They didn't make any difference so I had a gas therapy- I think it's called carbogen - a mixture of oxygen and carbon dioxide. I had this for twelve hours - half an hour on, half an hour off. The next day I woke up and could hear a bit. I was delighted as had resigned myself to no hearing! I then went to the doctor for a repeat hearing test. He said it was good, but he wanted to send me for an MRI scan just in case. I went and when it was nearly finished they injected a dye in. Slightly concerned but thought nothing of it really as knew some of my hearing had come back. I didn't really think much more about it until the doctor's secretary rang to ask that I come in for the results a few days later. Anyway, he told me there was a tumour, 3.2cm by 2.2cm that was usually benign and I had an appointment to see a neuro-surgeon in two days time. It was a big shock, obviously, but I felt like it would be OK and trusted that it was usually benign. The neuro surgeon told me it was an acoustic neuroma and that it was too big for gamma knife. He explained the surgery to me and assured me that he was 99.9% certain it wasn't cancerous. He said it was a fairly big but routine operation but that I would need lots of time to recuperate. I told him I was going to come home to UK and he recommended a surgeon at the Wellington hospital to me. I met with the surgeon who was brilliant. Very calm and kind and told me the risks - 50% chance of facial paralysis, 100% no hearing and what the operation would entail. My tumour was just a bit too big for gamma knife and this surgery had only been carried out for twenty years. This meant any side effects after that time weren't known and as I was only 29, surgery was the way to go. He thought he may have to leave a few mm in because of it's position but that would be OK. He explained it brilliantly and my paretns and I felt calm about the whole thing. On Monday 15th October 2007 I had the surgery. I think it lasted about eight hours as he was able to remove the whole thing. Another surgeon carried out the first part of the operation and the surgeon I'd been recommended did the removal. Both are brilliant and I felt completely at ease and trusted them implicitly. I only vaguely remember coming round about ten hours later. The surgeon said something (I'm sure he said a lot but I can't really remember!) Then my parents came in and I smiled. Perfect smile with no facial paralysis at all. What a massive relief. I remember a bit of the night I spent in ICU and a bit of the next two days in my room. I have never experienced thirst like it!! I had morphine drips and IV and spinal drain (to catch any brain leaks!) Was fairly out of it though. Had a pretty bad night on Tuesday with extra pain injections. My head felt like, well, a bashed in cannon ball really, but once the spinal drain came out things started getting better. I didn't think I would ever feel better as I really did feel rubbish. The surgeon said once the drain was out it would get better and he was right! Wednesday I got out of bed (threw up a bit but felt better after, and was only sick once more through the whole thing), Thursday I walked down the corridor with physio. Was a bit wobbly but OK. Once the catheter was out the walking got easier and by Saturday I was eating, watching TV and walking upstairs. I was taking oral pain medication every four hours and to be honest, I was ready for them, but it was not blinding pain. I had the odd anti-sickness injection or pain injection in between but Saturday was the last injection. Sunday I had a blinding headache again but by the afternoon I felt much better and went outside (my dad wheelchaired me round a park! I could walk, but was just easily tired.) It wasn't the best week of my life but I got better every day and went home the following Monday, just one week later, and was told to take just paracetamol for the pain (I had been having paracetamol and tramadol). I couldn't believe it! A nurse took the stitches out and because my head was still numb it wasn't painful in the least. Just a tiny bit weird really. The scar is all along my hair line behind my ear. They shaved a little bit of my hair in the area but the rest of my hair falls over it and even when I tie my hair back, you can't see it. It's incredible really. (Everyone I've shown it to says how neat and small it is.) At home, I was easily tired and my neck hurt from the position I lay in, my thigh needed penicillin as the scar got infected (they removed some fat from my thigh to put behind the ear where the bone had been! Yuk!)but other than that, my headaches were like the normal ones you sometimes get for no real reason and I could talk on the phone a little bit more each day and my freinds waited until I was ready for visitors. That was after about five days of being home and it was only a few more before I could manage whole days of visits and trips out for lunch! Two weeks later was my 30th birthday and I had a fairly sedate tea party! But the following weekend I was out clubbing (fairly sober as promised myself I would not self induce a headache like the ones I had the first few days of hospital), and felt great the next day. It is now five weeks since the operation and I haven't taken paracetamol for about ten days. I've gotten used to being deaf (bonus is that I get great night's sleep) and my tinnitus is still here. My thigh is numb where the scar is and I can't cry in my left eye (new party trick), but there's drops to help and I'm swimming, jogging, going to yoga, dinners out, drinking a bit of wine and generally thinking life is ace. It really wasn't that bad for me and I feel really lucky. Back to Dubai to carry on with my break dancing lessons in a week or two! [color=red:73a7207470][size=9:73a7207470][b:73a7207470][i:73a7207470](Sorry but Patient Admin have removed a Doctor, Consultant and or Hospital name from this posting, as it is the policy of Patient UK not to publish these on this forum.) [/i:73a7207470][/b:73a7207470][/size:73a7207470][/color:73a7207470]"
"Otitis Media","Please help.  My husband has been hearing a constant low rumble in his ears for the last week or so, mostly at night.  At first I thought it was a noise from outside, but I don't know anymore.  It's driving him insane, which in turn is driving ME insane.  Does anyone have any idea what it might be?  Should he see an ENT or a psychiatrist?  I don't even know where to start....Thanks in advance!"
"Otitis Media","Hi all! First post here so hopefully some of you may be able to help me. In June I woke up one morning after a loud concert with vibrating in my right ear. Terrified by this I went to an outpatients appointment at my local hospital, and was told that I was suffering from Eustachian Tube Dysfunction and he prescribed some tablets to treat a middle ear condition as well as decongestant nasal spray. With my ears not getting any better, my GP prescribed me a different steroid nasal spray, which did not work. Since this happened, my ears have become progressively worse and now am afflicted with the following conditions.My symptoms are:- Tinnitus in both ears- Right ear Eustachian Tube open at 3mm, left ear Eustachian tube also open (explained below!)- Both ears 'crackle' when swallowing. Some relief offered after yawning as first swallow is sometimes not affected.- Left ear will occasionally 'click' when talking/walking, akin to rice crispies popping.- Right ear will occasionally be affected by autophony - usually during/after walking/exercising but (luckily) short lived, max 10 mins.- Occasional earache at front of ear and across temples- Feeling of pressure- Good hearing but being able to pick up a lot of noises I previously wasn't able to hear/tune in to. Crashing plates etc hurt. On a family holiday to Prague my ears were so bad that I was taken to a medical centre out there and they performed an endoscopy which immediately showed that I had patent Eustachian tubes, with both permanently open - my right at the worst, open to 3mm.However on return to the UK the ENT doctor I saw here was dumbfounded - all the tests they undertook came back that my ears were fine (no hearing loss) and that I didn't have Eustachian Tube Dysfunction (which I knew now) however couldn't tell me what the issue was even though I told him it was Patulous, with evidence of my Prague medical report. He prescribed me a steroid nasal spray (of which I haven't taken after research online of nasal sprays having an adverse effect) and told to come back in 9 months. Earlier this week my autophony was coming back quite intensely and not related to exercise so I'm become really constantly anxious whenever I swallow incase it comes back.Googling my symptoms has left me feeling incredibly low and not knowing how to move forward, or what the future holds for my ears. I've not been able to sleep for nights on end due to the crackling whenever I swallow. It makes it especially worse as I work in music and haven't been to any work events recently due to being concerned for my ears!I would really appreciate it if anyone here could offer me some advice as to moving forward with this condition and how to manage it. Has anyone had similar conditions and how did you deal with them/help?Thank you!"
"Otitis Media","My ear problems, started in the right ear, last appointment I went too said that there is pressure against the eardrum which causes pain all down the right of my face too and basically from time to time the ache and pain goes to the left side, is that because the ears are connected because everytime they check the left side there are no issuesAlso, painkillers don't always seem to work like tonight for example so sleep isn't an option for me right now, so what I ask is do I ignore what the hospital doctor said and go to my doctor to refer me for ENT or do I suffer the extra month (26th May)I must of seen the doctor about 7 times now, and nothing has been done."
"Otitis Media","About 3 weeks ago I got a slap to my ear and it burst my eardrum. I had a doctor check it and it IS perforated. I was perscribed Betnesol-N eardrops (which I have researched and may lead to ear ototixicity?) to prevent ear infections. Today while putting in the drops i felt as if a small amount passed through the perforation and it was followed by a very sharp horrible pain in my ear which lasted a couple of minutes. Should I stop using drops fully and let it recover by itself? If so please drop some tips on how to let it recover as I went for a checki a week ago and it hasn't healed yet!Thanks, Marco"
"Otitis Media","Hi, I’m a 16 year old female. I have been having this ringing in my ears for 3 years however I’ve learned to ignore it and I didnt ever bother telling anyone about it. About 6 days ago, I was sitting in class and I had just eaten lunch, I started to feel as if the room was spinning so I went to go walk around and I realized that it felt as if I was taking one huge step or like I was sinking and my balance felt off. I went to the docs and they did a neurology exam for me which I passed. They tested me for anemia and diabetes and any other things that can show in my blood  and that all came out negative. The docs told me to go home and rest because I also had a fever of 100°F and my blood pressure kept getting high and low but they assume it’s my anxiety because when they laid me down, they saw that my blood pressure went down. I went around the internet and searched some of my symptoms up which all linked to vertigo which my doctor hasn’t yet diagnosed me with. I am assuming it’s vertigo but I’m also concerned it could be something horrible. I’ve been depressed ever since these episodes, I don’t like to eat anymore and I’ve become lazy in school, this is all starting to depress me. Hi, I’m a 16 year old female. I have been having this ringing in my ears for 3 years however I’ve learned to ignore it and I didnt ever bother telling anyone about it. About 6 days ago, I was sitting in class and I had just eaten lunch, I started to feel as if the room was spinning so I went to go walk around and I realized that it felt as if I was taking one huge step or like I was sinking and my balance felt off. I went to the docs and they did a neurology exam for me which I passed. They tested me for anemia and diabetes and any other things that can show in my blood  and that all came out negative. The docs told me to go home and rest because I also had a fever of 100°F and my blood pressure kept getting high and low but they assume it’s my anxiety because when they laid me down, they saw that my blood pressure went down. I went around the internet and searched some of my symptoms up which all linked to vertigo which my doctor hasn’t yet diagnosed me with. I am assuming it’s vertigo but I’m also concerned it could be something horrible. I’ve been depressed ever since these episodes, I don’t like to eat anymore and I’ve become lazy in school, this is all starting to depress me. "
"Otitis Media","My issue is with my ear.  it’s clogged �?and feels like it has cotton in it and then sometimes it has a tingling or draining feeling.  It doesn’t hurt but it’s a very annoying feeling.   This has been going on for almost three months.  Below is the list of items I tried for a month before going to the Urgent Care:1) Over-the-counter sinus medicine2) Zyrtec for allergies3) Nasal rinseWhen I went to the Urgent Care they gave me antibiotics and a prescription for inflammation.  Nothing improved or changed.  Several weeks later still with no improvement I went to an Ear Nose Throat (ENT) doctor.  His staff took lots of tests to see if I had hearing issues, wax buildup, etc.  They said my hearing was great and told me to take allegra over-the-counter sinus/allergy medicine and a nasal spray. Since then, I also tired the following:1) Nasal rinse (a couple times per day)2) Hydrogen peroxide drops for 10 minutes then ear wash3) 3-4 Auricular therapy treatments (needleless acupuncture)4) Wearing night guard for teeth grinding at nightPlease let me know if anyone has any ideas or solutions so I can get rid of this ear issue. It’s driving me nuts!  Thanks so much."
"Otitis Media","Hello Everyone,So short story I had a really bad ear infection that lead to me getting dizziness and nausea which added to my anxiety. Once the infection was gone I still got dizzy here and there and sick so I stopped taking all sinus and allergy stuff I was taking to see if that was it. Some symptoms were because of them but my ears still felt full. I went back to the ENT and he told me that I started clenching my jaw which in turn was making my head hurt, dizzy and my ears full because my jaw was swollen. I would of never guessed that. I now take Excedrin and use a microwavable heating bad for heating with moisture. I still get a little dizzy from time to time no where as bad as it was so it is manageable but I still don't feel comfortable to drive. I was wondering if anyone else has this issue and how do you help with the dizziness and other symptoms? Thank you."
"Otitis Media","Hey guys!From my experience, I noticed that some specialists do not like to be asked too many questions. I would like to know if any of you guys also found it hard to ask doctors questions either directly or via email? I consulted a doctor in Singapore and they only way to get some answers is by asking him questions but he told me that he does not do email consultation and would be best to ask my local specialist back in Australia..."
